telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Faulty RF Filters,Average delay UL on over-the-air interface,Average delay UL on over-the-air interface,Concept,"Average delay UL on over-the-air interface is a measurement that provides the arithmetic mean of packet delay on the uplink over the air interface. It is optionally calculated per PLMN ID, per QoS level (mapped 5QI or QCI in EN-DC), and per supported S-NSSAI. The measurement is defined in TS 38.314 [29] as ""Average over-the-air interface packet delay in the UL per DRB per UE"". Each measurement value is a real number representing the mean delay in 0.1 milliseconds. The total number of measurement instances multiplied by the number of filter values (for DL and UL) must not exceed 100. The measurement applies to packet-switched traffic and is used for performance assurance within the integrity area (user plane connection quality).",chunk-27a4cafd9c88c757e4fcdfa5668b5073,../3GPP-trunked/Rel-19/28_series/28552-j30.md5.1.1.1.3,1770237093,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Average delay UL on over-the-air interface,filter
Faulty RF Filters,Media-Sub-Component AVP,Media-Sub-Component AVP,Concept,"Media-Sub-Component AVP is a Diameter AVP with code 519, of type Grouped, used to describe IP flows identified by a common Flow-Identifier. It contains requested bitrate and filters for the set of IP flows and may include Flow-Number, Flow-Description, Flow-Status, Flow-Usage, bandwidth information, and signaling protocol details. It takes precedence over encapsulating Media Component Description AVP for bandwidth and flow status. If omitted, previous information remains valid unless updated in the encapsulating AVP. Flow-Description AVPs replace all prior ones regardless of direction. It can include ToS-Traffic-Class AVP for packet filtering. It is used in the context of AF signaling and can permanently disable flows by setting Flow-Status to ""REMOVED"".>",chunk-5c15ce826f7f19de5a75b0af72519230,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.18,1770187147,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,Media-Sub-Component AVP,filter; filtering
Faulty RF Filters,Flow-Status,Flow-Status,Terminology,"Flow-Status is an AVP within Media-Sub-Component AVP that indicates the status of the IP flow; when set to ""REMOVED"", it permanently disables all IP flows in the AVP, prompting the server to delete corresponding filters and state information.",chunk-5c15ce826f7f19de5a75b0af72519230,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.18,1770187147,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,Flow-Status,filter
Faulty RF Filters,PcEventExposureSubsc,PcEventExposureSubsc,Concept,"PcEventExposureSubsc is a data type used during explicit subscription to define the notification URI and is referenced in table 5.6.2.2-1.<SEP>PcEventExposureSubsc is a data type defined in section 5.6.2.2 that represents an Individual Policy Events Subscription resource and has no specified applicability.<SEP>PcEventExposureSubsc is a type defined in Table 5.6.2.2-1 that represents a subscription for policy control event exposure. It includes attributes such as eventSubs, eventsRepInfo, groupId, filterDnns, filterSnssais, snssaiDnn, filterServices, appIds, tws, notifUri, notifId, eventNotifs, and suppFeat, each with specific data types, cardinality, and applicability conditions.",chunk-e5d436652fceaee68635942ed3149b7d<SEP>chunk-a5f87321cdf63d2a647171d9a40f1cf5<SEP>chunk-bda142e563a8c63178577c588a7f40c4,../3GPP-trunked/Rel-19/29_series/29523-j00.md5.5.2.2<SEP>../3GPP-trunked/Rel-19/29_series/29523-j00.md5.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29523-j00.md5.6.2.2,1770187227,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,PcEventExposureSubsc,filter
Faulty RF Filters,FILTER_RESTRICTIONS,FILTER_RESTRICTIONS,Concept,"FILTER_RESTRICTIONS is a specific value of the Experimental-Result-Code AVP with code 5062, indicating that the PCRF rejects new or modified service information because the Flow-Description AVP(s) cannot be handled due to non-observance of restrictions defined in clause 5.3.8.",chunk-34000d764e9d3587c6bc1ef4de16a467,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.5.1,1770187582,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,FILTER_RESTRICTIONS,filter
Faulty RF Filters,REMOVED,REMOVED,Concept,"REMOVED is a value of the Flow-Status AVP (code 511) that removes all associated IP flows. It results in the removal of IP Filters for the associated IP flows, and the associated IP flows are not considered when deriving authorized QoS.",chunk-d782ff4d456323d23bc8a6b8856bd4da,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.11,1770187068,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,REMOVED,filter
Faulty RF Filters,Creating a new subscription,Creating a new subscription,Concept,"Creating a new subscription is a procedure defined in section 4.2.2.2 for subscribing to event notifications via an HTTP POST request to the URI ""{apiRoot}/npcf-eventexposure/v1/subscriptions"". The request must include the ""PcEventExposureSubsc"" data structure as the body, which contains attributes for identifying policy events, target UEs, notification delivery, and optional filtering and reporting parameters. Upon successful processing, the PCF creates an ""Individual Policy Events Subscription"" resource, stores it, and returns a HTTP ""201 Created"" response with a Location header and the subscription representation.",chunk-b3dfbf54874c9a633af78c9ca522024c,../3GPP-trunked/Rel-19/29_series/29523-j00.md4.2.2.2,1770186717,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,Creating a new subscription,filter; filtering
Faulty RF Filters,PcEventExposureSubsc data structure,PcEventExposureSubsc data structure,Technology,"PcEventExposureSubsc data structure is a JSON-formatted data structure used as the request body in an HTTP POST request to create a new subscription. It includes attributes for event subscription, UE identification, notification delivery, and optional filtering and reporting configurations. It is also included in the response body of the ""201 Created""",chunk-b3dfbf54874c9a633af78c9ca522024c,../3GPP-trunked/Rel-19/29_series/29523-j00.md4.2.2.2,1770186717,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,PcEventExposureSubsc data structure,filter; filtering
Faulty RF Filters,Flow-Description AVP,Flow-Description AVP,Concept,"Flow-Description AVP is an AVP with code 507, of type IPFilterRule, used to define a packet filter for a single IP flow on the Rx interface. It includes direction (in for uplink, out for downlink), source and destination IP addresses (possibly masked), protocol, and source and destination ports. It is restricted in usage on the Rx interface with specific constraints.",chunk-5d36a0a751a683dd69b3f9accf3138ed,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.8,1770187019,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,Flow-Description AVP,filter
Faulty RF Filters,IP Filters,IP Filters,Terminology,,chunk-d782ff4d456323d23bc8a6b8856bd4da,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.11,1770187068,Rel-19/29_series/29214-j00/graph_chunk_entity_relation.graphml,Rel-19,IP Filters,filter
Faulty RF Filters,Common Part (of a user profile),Common Part (of a user profile),Concept,"The Common Part of a user profile contains Initial Filter Criteria instances that are evaluated for both registered and unregistered Public User Identities, or for unregistered Public Service Identities in the S-CSCF.",chunk-82b8bb750e98f468d5824c88ad109818,../3GPP-trunked/Rel-19/29_series/29228-j10.md3.1,1770191463,Rel-19/29_series/29228-j10/graph_chunk_entity_relation.graphml,Rel-19,Common Part (of a user profile),filter
Faulty RF Filters,Complete user profile,Complete user profile,Concept,"A Complete user profile includes Initial Filter Criteria instances from all three parts: registered part, unregistered part, and common part of the user profile.",chunk-82b8bb750e98f468d5824c88ad109818,../3GPP-trunked/Rel-19/29_series/29228-j10.md3.1,1770191463,Rel-19/29_series/29228-j10/graph_chunk_entity_relation.graphml,Rel-19,Complete user profile,filter
Faulty RF Filters,Sh-Pull request,Sh-Pull request,Signal,"Sh-Pull request is a Diameter-based signaling message sent by an Application Server (AS) to the HSS to retrieve user data. It includes AVPs such as Data-Reference, Origin-Host, and Server-Name, and may request repository data, initial filter criteria, or DSAI information.",chunk-f3c0e7a2cfee61132f16d2bc2c3325ff,../3GPP-trunked/Rel-19/29_series/29328-j00.md6.1.1.1,1770186375,Rel-19/29_series/29328-j00/graph_chunk_entity_relation.graphml,Rel-19,Sh-Pull request,filter
Faulty RF Filters,Sh-Subs-Notif request,Sh-Subs-Notif request,Signal,"Sh-Subs-Notif request is a Diameter-based signaling message sent by an Application Server (AS) to the HSS to subscribe or unsubscribe from notifications regarding changes in user data, filter criteria, or DSAI. It includes AVPs such as User Identity, Data-Reference, Server-Name, DSAI-Tag, and Expiry Time.",chunk-34a9dae5cbfe56c6cef17de8cf01c82b,../3GPP-trunked/Rel-19/29_series/29328-j00.md6.1.3.1,1770186412,Rel-19/29_series/29328-j00/graph_chunk_entity_relation.graphml,Rel-19,Sh-Subs-Notif request,filter
Faulty RF Filters,Service data flow filter,Service data flow filter,Concept,A Service data flow filter is a set of packet flow header parameter values or ranges used to identify one or more packet flows in the UPF. The possible service data flow filters are defined in clause 6.2.2.2.,chunk-f0749a8d13c36db18ca2be4f3c239b3d,../3GPP-trunked/Rel-19/29_series/29512-j20.md3.1,1770156679,Rel-19/29_series/29512-j20/graph_chunk_entity_relation.graphml,Rel-19,Service data flow filter,filter
Faulty RF Filters,Service data flow filter identifier,Service data flow filter identifier,Concept,A Service data flow filter identifier is a scalar that is unique for a specific service data flow (SDF) filter within a PDU session.,chunk-f0749a8d13c36db18ca2be4f3c239b3d,../3GPP-trunked/Rel-19/29_series/29512-j20.md3.1,1770156679,Rel-19/29_series/29512-j20/graph_chunk_entity_relation.graphml,Rel-19,Service data flow filter identifier,filter
Faulty RF Filters,Service data flow template,Service data flow template,Concept,"A Service data flow template is the set of service data flow filters in a PCC Rule or an application identifier in a PCC rule referring to an application detection filter in the SMF or in the UPF, required for defining a service data flow.",chunk-f0749a8d13c36db18ca2be4f3c239b3d,../3GPP-trunked/Rel-19/29_series/29512-j20.md3.1,1770156679,Rel-19/29_series/29512-j20/graph_chunk_entity_relation.graphml,Rel-19,Service data flow template,filter
Faulty RF Filters,dddTraDescriptors,dddTraDescriptors,Attribute,dddTraDescriptors is an attribute within the MonitoringEventSubscription data structure that contains packet filter descriptors for monitoring downlink data delivery. It is included when the AF updates or creates a subscription and is relevant to the handling of downlink data delivery status events.,chunk-7d8da616b52da9f720f9a50391616757,../3GPP-trunked/Rel-19/29_series/29522-j20_1_Main-Body_s00_s07.md4.4.2,1770157649,Rel-19/29_series/29522-j20_1_Main-Body_s00_s07/graph_chunk_entity_relation.graphml,Rel-19,dddTraDescriptors,filter
